曲柄转角(度),时间(s),滑块6位移(mm),滑块6速度(mm/s),滑块6加速度(mm/s²)
316.8802228412256,1.0778238872150532,-123.54813962212559,-167.94407316380065,543.119961115563
317.88300835654593,1.0812347223011767,-124.11623433758045,-166.1017108395967,539.5380145114334
318.88579387186627,1.0846455573873002,-124.67808323327931,-164.27374653447117,534.6535967765486
319.8885793871866,1.088056392473424,-125.23374281740679,-162.46461154179707,528.4664337043507
320.8913649025069,1.0914672275595474,-125.78328467233915,-160.67873678138034,520.9770817769628
321.8941504178273,1.0948780626456711,-126.32679544857264,-158.92054976100138,512.1870546450167
322.89693593314763,1.0982888977317946,-126.86437684758405,-157.19447110352309,502.0989519208248
323.8997214484679,1.101699732817918,-127.39614559213402,-155.5049106322883,490.7165899141934
324.90250696378826,1.1051105679040418,-127.92223338249758,-153.8562630088687,478.04513376360086
325.9052924791086,1.1085214029901655,-128.4427868370923,-152.25290291961073,464.09123034529756
326.90807799442894,1.111932238076289,-128.95796741596433,-150.69917980924083,448.8631412963254
327.9108635097493,1.1153430731624125,-129.46795132559055,-149.19941216249288,432.3708753130358
328.9136490250696,1.118753908248536,-129.97292940346426,-147.75788133772357,414.62631882305044
329.91643454038996,1.1221647433346598,-130.4731069809492,-146.378824959615,395.64336403858914
330.9192200557103,1.1255755784207833,-130.96870372291744,-145.06642988167874,375.4380332834454
331.9220055710306,1.128986413506907,-131.45995344272936,-143.824824733197,354.0285984288315
332.9247910863509,1.1323972485930305,-131.94710389117049,-142.65807206923773,331.435694160587
333.92757660167126,1.135808083679154,-132.43041651803028,-141.57016014707054,307.6824237474597
334.9303621169916,1.1392189187652777,-132.91016620509612,-140.56499435666996,282.7944559405846
335.93314763231194,1.1426297538514012,-133.3866409694362,-139.64638833795092,256.8001115641114
336.9359331476323,1.146040588937525,-133.86014163596656,-138.81805482222023,229.73043836353116
337.93871866295257,1.1494514240236484,-134.33098147843089,-138.08359624023984,201.6192726494611
338.94150417827296,1.1528622591097721,-134.79948582807702,-137.44649514433274,172.5032863346249
339.9442896935933,1.1562730941958956,-135.26599164948078,-136.9101044964669,142.42201798575726
340.9470752089136,1.1596839292820191,-135.73084708315503,-136.4776378791235,111.41788656493955
341.94986072423393,1.1630947643681426,-136.19441095478095,-136.15215968990265,79.53618668841624
342.95264623955427,1.1665055994542664,-136.65705225111356,-135.9365753846445,46.82506434549668
343.9554317548746,1.16991643454039,-137.11914956283974,-135.8336218372122,13.33547212810629
344.95821727019495,1.1733272696265136,-137.58109049490412,-135.8458578871744,-20.878896736142124
345.9610027855153,1.176738104712637,-138.0432710450654,-135.9756551483424,-55.76169601877625
346.9637883008356,1.1801489397987606,-138.50609495169556,-136.22518915260824,-91.25403612126571
347.966573816156,1.1835597748848843,-138.96997301208995,-136.5964309042694,-127.29461570299664
348.9693593314763,1.1869706099710078,-139.43532237281303,-137.09113891929528,-163.81987502692616
349.9721448467966,1.1903814450571315,-139.90256579385388,-137.7108518228199,-200.76417049631928
350.97493036211694,1.193792280143255,-140.37213088861452,-138.45688157573284,-238.05996955188527
351.97771587743733,1.1972031152293787,-140.8444493419881,-139.33030739800282,-275.6380647873521
352.9805013927576,1.2006139503155022,-141.3199561090091,-140.33197045183726,-313.4278058494275
353.98328690807796,1.2040247854016257,-141.79908859676252,-141.46246934255674,-351.3573474385924
354.9860724233983,1.2074356204877494,-142.28228583242785,-142.7221564888345,-389.35391145067655
355.9888579387186,1.210846455573873,-142.7699876204961,-144.11113540684707,-427.3440610244738
356.991643454039,1.2142572906599967,-143.26263369233837,-145.6292589447833,-465.2539841059105
357.9944289693593,1.2176681257461202,-143.76066285141297,-147.2761284960029,-503.0097839665515
358.9972144846796,1.2210789608322437,-144.26451211748125,-149.05109420986187,-396.0732278480731
360.0,1.2244897959183674,-144.77461587324876,-149.97050419564968,-270.30653582161165
