曲柄转角(度),时间(s),工作阻力(N),O1水平反力(N),O1垂直反力(N),O1反力大小(N),O2水平反力(N),O2垂直反力(N),O2反力大小(N),平衡力矩(N·m)
19.05292479108635,0.06480586663634813,2872.684339016709,-1723.655185708786,-446.35499999999996,1780.5111584165343,-1149.1034571391908,-191.295,1164.9173928799587,76.89657449475149
20.05571030640668,0.06821670172247171,3017.8163066403063,-1810.7351011579706,-446.35499999999996,1864.9381739324672,-1207.156734105314,-191.295,1222.2197665398835,84.86268765581585
21.058495821727018,0.07162753680859531,3162.0238899771766,-1897.2603348409996,-446.35499999999996,1949.0586353893978,-1264.8402232273331,-191.295,1279.2242052583158,93.16686325278233
22.06128133704735,0.07503837189471889,3305.2629169470724,-1983.2043829934094,-446.35499999999996,2032.8139144420645,-1322.1362553289398,-191.295,1335.903460089924,101.79892748999188
23.064066852367684,0.07844920698084247,3447.4895121472787,-2068.5409199789065,-446.35499999999996,2116.1508272455867,-1379.0272799859379,-191.295,1392.2320266286129,110.74830486158743
24.06685236768802,0.08186004206696607,3588.66011029204,-2153.2438063486443,-446.35499999999996,2199.0206173666943,-1435.4958708990962,-191.295,1448.1858210855935,120.00403110801189
25.069637883008355,0.08527087715308965,3728.731469556997,-2237.287096843105,-446.35499999999996,2281.378166750451,-1491.5247312287368,-191.295,1503.7419329432678,129.55476664878455
26.072423398328688,0.08868171223921323,3867.6606848245538,-2320.645048334207,-446.35499999999996,2363.181378223659,-1547.0966988894716,-191.295,1558.8784342403676,139.38881047509977
27.07520891364902,0.09209254732533682,4005.405200826095,-2403.292127705259,-446.35499999999996,2444.390688313771,-1602.1947518035063,-191.295,1613.574231243081,149.4941144852259
28.077994428969358,0.0955033824114604,4141.922825177048,-2485.203019666416,-446.35499999999996,2524.9686800006198,-1656.802013110944,-191.295,1667.8089481932507,159.85829824514263
29.080779944289695,0.098914217497584,4277.171741300796,-2566.352634503302,-446.35499999999996,2604.879772781661,-1710.9017563355349,-191.295,1721.5628355819656,170.46866415633306
30.08356545961002,0.10232505258370757,4411.11052123746,-2646.71611575648,-446.35499999999996,2684.0899730504693,-1764.4774105043202,-191.295,1774.8166973535695,181.31221301214646
